0,1,0.9680299162864685,0
1,2,0.7986685037612915,3
2,1,0.9765888452529907,2
3,1,0.9924806952476501,3
4,10,0.6888270974159241,53
4,4,0.839522659778595,33
5,1,0.9749710559844971,5
6,35,0.49688851833343506,30
6,34,0.3982333242893219,57
7,1,0.9848350882530212,7
8,1,0.9408917427062988,8
8,1,0.9413451552391052,8
8,1,0.9774534702301025,8
9,1,0.9531344175338745,9
10,1,0.9067676067352295,10
11,9,0.6989923119544983,28
11,4,0.7714463472366333,53
12,4,0.7801945209503174,65
13,1,0.952951192855835,13
14,2,0.8258238434791565,63
14,1,0.9384077787399292,14
14,1,0.9726766347885132,14
15,13,0.727124035358429,28
16,1,0.9357186555862427,16
17,1,0.9238163232803345,17
18,7,0.804276704788208,61
19,1,0.9789466857910156,19
20,3,0.8526493310928345,17
21,1,0.9539711475372314,21
22,1,0.9391620755195618,22
23,3,0.8739808797836304,2
23,2,0.931107759475708,7
24,1,0.9960159659385681,24
25,2,0.9064910411834717,13
25,2,0.8985352516174316,13
26,1,0.9563286304473877,26
26,1,0.9949344396591187,26
27,3,0.8703858852386475,6
28,1,0.8880601525306702,28
28,4,0.7645831108093262,15
29,20,0.49120718240737915,25
29,15,0.6024497747421265,26
30,1,0.9516901969909668,30
31,3,0.8535634279251099,38
32,4,0.8762930631637573,41
33,2,0.9020353555679321,16
34,1,0.9087713360786438,34
35,1,0.9706001281738281,35
36,11,0.7947210073471069,10
37,1,0.9378471374511719,37
38,8,0.7606409788131714,43
38,1,0.8818092346191406,38
39,2,0.7991549968719482,35
39,1,0.9144718050956726,39
40,3,0.8284224271774292,56
40,1,0.8847550749778748,40
41,2,0.9012157917022705,27
42,2,0.8311851024627686,20
42,20,0.6003475189208984,29
42,18,0.6764982342720032,35
43,2,0.8545840382575989,59
43,1,0.9533414840698242,43
44,1,0.8931309580802917,44
45,1,0.9782766103744507,45
45,1,0.9730321168899536,45
46,8,0.806222140789032,51
47,1,0.9614421129226685,47
47,38,0.47567427158355713,39
48,11,0.8459522724151611,0
48,1,0.95665043592453,48
49,1,0.9654015302658081,49
50,1,0.9908514618873596,50
50,1,0.9884432554244995,50
51,1,0.8953102827072144,51
51,1,0.9881947636604309,51
52,3,0.8006782531738281,25
53,28,0.49759429693222046,4
53,14,0.7248839139938354,23
53,10,0.7955379486083984,55
54,1,0.9765357375144958,54
55,9,0.6273924112319946,17
55,3,0.6569643616676331,17
56,24,0.5922218561172485,65
56,2,0.8314813375473022,26
57,1,0.9687395095825195,57
58,1,0.8913246989250183,58
58,1,0.9004119634628296,58
59,1,0.9719868302345276,59
59,7,0.7477657794952393,43
59,1,0.9938901662826538,59
60,1,0.9408383369445801,60
60,1,0.8977420330047607,60
61,1,0.9478223323822021,61
61,1,0.9682296514511108,61
61,1,0.9535839557647705,61
62,7,0.8633084297180176,50
63,1,0.9940245151519775,63
63,1,0.993436336517334,63
64,1,0.9818035960197449,64
65,1,0.8964121341705322,65
65,1,0.8523976802825928,65
65,1,0.8857934474945068,65
66,1,0.8428449034690857,66
66,1,0.9096032381057739,66
67,3,0.8888717889785767,37
