1,5,0.961855411529541,29
2,3,0.9746341109275818,22
3,28,0.9174935817718506,29
4,1,0.9635477066040039,4
5,1,0.9827065467834473,5
6,1,0.9791563749313354,6
7,2,0.9382261037826538,27
8,1,0.9935551881790161,8
9,3,0.9729440212249756,14
10,1,0.9884846210479736,10
11,1,0.9890087842941284,11
12,1,0.9321235418319702,12
13,16,0.9068126082420349,32
14,2,0.9732120037078857,16
15,1,0.9837156534194946,15
16,1,0.9876610040664673,16
17,1,0.9807014465332031,17
18,2,0.9663106203079224,11
19,1,0.9707088470458984,19
20,9,0.9244189262390137,10
21,2,0.970166027545929,4
22,1,0.9898319244384766,22
23,1,0.9543529748916626,23
24,1,0.9553566575050354,24
25,3,0.9578739404678345,11
26,1,0.9894363880157471,26
27,2,0.9654524326324463,10
28,1,0.9765291213989258,28
29,8,0.9347058534622192,9
30,1,0.9882498979568481,30
31,1,0.980187177658081,31
32,1,0.9764450192451477,32
