1,1,0.9767603874206543,1
2,4,0.9638275504112244,48
3,1,0.988444447517395,3
4,1,0.9874541163444519,4
5,1,0.9473198652267456,5
5,3,0.9326764345169067,66
6,1,0.9866067171096802,6
7,1,0.9656175374984741,7
8,1,0.9877240657806396,8
9,1,0.9925776124000549,9
10,1,0.9880371689796448,10
11,1,0.9870948195457458,11
11,1,0.981573224067688,11
12,1,0.9880506992340088,12
13,1,0.9940813779830933,13
14,1,0.9635210037231445,14
14,1,0.9876189231872559,14
14,1,0.9613189697265625,14
15,1,0.9568854570388794,15
16,1,0.9528844356536865,16
17,1,0.9841879606246948,17
18,3,0.9739020466804504,51
19,4,0.9283887147903442,29
20,4,0.9035426378250122,40
21,1,0.9775450229644775,21
22,1,0.9838582277297974,22
23,1,0.9584165811538696,23
23,5,0.958314061164856,66
24,1,0.9755759239196777,24
25,1,0.9757749438285828,25
26,1,0.9971235394477844,26
27,1,0.9871240854263306,27
28,1,0.9874740839004517,28
29,1,0.9800958633422852,29
30,1,0.9796289801597595,30
30,1,0.9805073738098145,30
31,1,0.9747716784477234,31
31,1,0.9775775671005249,31
31,1,0.9740852117538452,31
32,1,0.9705678820610046,32
33,1,0.9633374214172363,33
34,1,0.9763097167015076,34
35,1,0.9778781533241272,35
36,1,0.9874414801597595,36
37,1,0.9837790727615356,37
38,1,0.9938163757324219,38
39,1,0.9944379329681396,39
40,1,0.9877612590789795,40
41,1,0.9814319610595703,41
41,1,0.9898550510406494,41
42,1,0.9929872751235962,42
42,1,0.9958693981170654,42
43,3,0.9649546146392822,56
44,1,0.9690403938293457,44
45,1,0.987361490726471,45
46,1,0.9791216850280762,46
47,1,0.9691787958145142,47
48,1,0.9784620404243469,48
49,1,0.9826288223266602,49
50,1,0.9846364259719849,50
51,5,0.9493204355239868,45
51,2,0.9643248319625854,15
52,1,0.9616693258285522,52
53,1,0.9792848825454712,53
53,1,0.9825248122215271,53
53,1,0.9697836637496948,53
54,1,0.955289363861084,54
55,1,0.9861089587211609,55
56,1,0.9666455984115601,56
57,1,0.9801532030105591,57
57,1,0.9853114485740662,57
57,1,0.9870997667312622,57
58,1,0.9936639666557312,58
59,1,0.9564209580421448,59
60,22,0.9330257177352905,48
61,1,0.9683693051338196,61
62,1,0.9720494747161865,62
63,1,0.964540958404541,63
64,1,0.9904464483261108,64
65,1,0.9788923263549805,65
66,40,0.9225469827651978,67
66,2,0.9445233345031738,42
67,1,0.9898316860198975,67
